tag_node,vehicle_type,fuel_type,garage_state,region,ownership,fsr_node,exp_node,lob_node
TAG-2048,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-301,LOB-5
TAG-1566,Md Other,Gasoline,AK,AL,leased,FSR-63,ORG-207,LOB-5
TAG-3649,Md Other,Gasoline,AK,AL,leased,FSR-63,ORG-399,LOB-5
TAG-2702,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-494,LOB-5
TAG-3816,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-251,LOB-5
TAG-237,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-31,LOB-5
TAG-1148,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-31,LOB-5
TAG-1798,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-31,LOB-5
TAG-1736,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-460,LOB-5
TAG-4356,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-399,LOB-5
TAG-1402,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-344,LOB-5
TAG-897,Md Other,Gasoline,AK,AL,leased,FSR-63,ORG-399,LOB-5
TAG-2288,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-103,LOB-5
TAG-2832,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-207,LOB-5
TAG-268,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-207,LOB-5
TAG-1463,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-301,LOB-5
TAG-2731,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-504,LOB-5
TAG-200,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-222,LOB-5
TAG-2922,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-251,LOB-5
TAG-1351,Ld Pickup 4X4,Gasoline,AK,AL,leased,FSR-63,ORG-593,LOB-5
TAG-917,Md Other,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-222,LOB-5
TAG-4457,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-251,LOB-5
TAG-3719,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-399,LOB-5
TAG-2052,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-399,LOB-5
TAG-3717,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-196,LOB-5
TAG-1730,Ld Pickup 4X4,Gasoline,AK,AL,leased,FSR-63,ORG-593,LOB-5
TAG-1051,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-301,LOB-5
TAG-1734,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-528,LOB-5
TAG-99,Md Other,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-211,LOB-5
TAG-433,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-301,LOB-5
TAG-1031,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-494,LOB-5
TAG-560,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-222,LOB-5
TAG-975,Md Pickup,Gasoline,AK,AL,leased,FSR-63,ORG-251,LOB-5
TAG-2513,Md Pickup,Ethanol / Unleaded Gasoline,AK,AL,leased,FSR-63,ORG-31,LOB-5
TAG-3019,Md Other,Gasoline,AK,AL,leased,FSR-63,ORG-399,LOB-5
TAG-1738,Hd,Gasoline,AK,AL,leased,FSR-63,ORG-504,LOB-5
TAG-1180,Hd,Diesel,AK,AL,leased,FSR-63,ORG-222,LOB-5
TAG-705,Hd,Diesel,AK,AL,leased,FSR-63,ORG-528,LOB-5
TAG-3722,Hd,Diesel,AK,AL,leased,FSR-63,ORG-528,LOB-5
TAG-670,Ld Pickup 4X4,Diesel,TX,CE,owned,NA,ORG-124,LOB-5
TAG-1925,Hd,Diesel,TX,CE,owned,NA,ORG-124,LOB-5
TAG-2512,Ld Pickup 4X4,Diesel,KS,CE,owned,NA,ORG-191,LOB-5
TAG-3292,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-3551,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-1165,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-2200,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-406,Sedan/St Wgn Compact,Gasoline Hybrid Electric,IA,CE,leased,FSR-77,ORG-474,LOB-2
TAG-1379,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,CE,leased,FSR-21,ORG-243,LOB-2
TAG-58,Sedan/St Wgn Compact,Gasoline Hybrid Electric,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-2707,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NE,CE,leased,FSR-3,ORG-163,LOB-2
TAG-1242,Sedan/St Wgn Compact,Gasoline Hybrid Electric,IA,CE,leased,FSR-77,ORG-474,LOB-2
TAG-11,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-62,ORG-630,LOB-5
TAG-1299,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NE,CE,leased,FSR-3,ORG-478,LOB-5
TAG-906,Sedan/St Wgn Compact,Gasoline Hybrid Electric,TN,CE,leased,FSR-85,ORG-508,LOB-2
TAG-2998,Sedan/St Wgn Compact,Gasoline Hybrid Electric,TN,CE,leased,FSR-88,ORG-318,LOB-2
TAG-2958,Sedan/St Wgn Compact,Gasoline,KY,CE,leased,FSR-75,ORG-305,LOB-2
TAG-3056,Sedan/St Wgn Compact,Gasoline,KY,CE,leased,FSR-75,ORG-617,LOB-2
TAG-846,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-80,LOB-2
TAG-3307,Sedan/St Wgn Compact,Gasoline,NE,CE,leased,FSR-3,ORG-163,LOB-2
TAG-4370,Sedan/St Wgn Compact,Gasoline Hybrid Electric,MN,CE,leased,FSR-27,ORG-130,LOB-2
TAG-2919,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-80,LOB-2
TAG-1452,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-234,LOB-2
TAG-1185,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KY,CE,leased,FSR-75,ORG-617,LOB-2
TAG-3462,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KY,CE,leased,FSR-75,ORG-617,LOB-2
TAG-26,Sedan/St Wgn Compact,Gasoline Hybrid Electric,MO,CE,leased,FSR-62,ORG-284,LOB-1
TAG-3479,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KY,CE,leased,FSR-75,ORG-617,LOB-2
TAG-1198,Sedan/St Wgn Compact,Gasoline Hybrid Electric,KY,CE,leased,FSR-75,ORG-617,LOB-2
TAG-958,Sedan/St Wgn Compact,Gasoline,KY,CE,leased,FSR-75,ORG-305,LOB-2
TAG-2601,Sedan/St Wgn Subcompact,Gasoline,CT,CE,leased,FSR-12,ORG-266,LOB-2
TAG-3,Sedan/St Wgn Subcompact,Dedicated Electric,IA,CE,leased,FSR-76,ORG-253,LOB-5
TAG-580,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,KY,CE,leased,FSR-75,ORG-305,LOB-2
TAG-782,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-1182,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-4525,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-85,ORG-508,LOB-2
TAG-3487,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-3563,Sedan/St Wgn Subcompact,Gasoline,OH,CE,leased,FSR-48,ORG-266,LOB-2
TAG-3008,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-85,ORG-508,LOB-2
TAG-2510,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-88,ORG-318,LOB-2
TAG-4168,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,KY,CE,leased,FSR-75,ORG-305,LOB-2
TAG-3910,Sedan/St Wgn Subcompact,Gasoline,MO,CE,leased,FSR-62,ORG-630,LOB-5
TAG-4346,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-3335,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,TN,CE,leased,FSR-88,ORG-201,LOB-2
TAG-528,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,TN,CE,leased,FSR-88,ORG-318,LOB-2
TAG-1860,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-387,LOB-5
TAG-711,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,TN,CE,leased,FSR-88,ORG-318,LOB-2
TAG-1348,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,TN,CE,leased,FSR-88,ORG-318,LOB-2
TAG-2439,Sedan/St Wgn Subcompact,Gasoline,TN,CE,leased,FSR-88,ORG-201,LOB-2
TAG-153,Ld Suv 4X2,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-630,LOB-5
TAG-41,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-387,LOB-5
TAG-220,Ld Suv 4X2,Gasoline,OH,CE,leased,FSR-48,ORG-266,LOB-2
TAG-3948,Ld Suv 4X2,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-3992,Ld Suv 4X2,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-2511,Ld Suv 4X2,Gasoline,MI,CE,leased,FSR-98,ORG-266,LOB-2
TAG-2692,Ld Minivan 4X2 (Passenger),Gasoline,IA,CE,leased,FSR-76,ORG-35,LOB-5
TAG-3327,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-10,LOB-5
TAG-4362,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-496,LOB-5
TAG-1389,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-474,LOB-2
TAG-300,Ld Suv 4X2,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
TAG-1930,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-474,LOB-2
TAG-744,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-967,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,NE,CE,leased,NA,ORG-458,LOB-5
TAG-1950,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-35,LOB-5
TAG-3379,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-496,LOB-5
TAG-2972,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-35,LOB-5
TAG-2690,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-35,LOB-5
TAG-1539,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-496,LOB-5
TAG-1697,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-577,LOB-5
TAG-3592,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-577,LOB-5
TAG-2532,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-577,LOB-5
TAG-1629,Ld Minivan 4X2 (Passenger),Gasoline,OH,CE,leased,FSR-48,ORG-266,LOB-2
TAG-714,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-577,LOB-5
TAG-653,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-427,LOB-2
TAG-2858,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-3700,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-1306,Ld Suv 4X2,Gasoline,MO,CE,leased,FSR-79,ORG-628,LOB-5
TAG-880,Ld Suv 4X2,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-630,LOB-5
TAG-3069,Ld Minivan 4X2 (Cargo),Gasoline,MO,CE,leased,FSR-62,ORG-10,LOB-5
TAG-1393,Ld Suv 4X2,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-85,ORG-508,LOB-2
TAG-2241,Ld Suv 4X2,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-85,ORG-508,LOB-2
TAG-1454,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-2163,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-3779,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-3562,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-2177,Ld Suv 4X2,Gasoline,IA,CE,leased,FSR-77,ORG-474,LOB-2
TAG-4228,Ld Minivan 4X2 (Passenger),Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
TAG-4091,Ld Minivan 4X2 (Passenger),Gasoline,KY,CE,leased,FSR-75,ORG-305,LOB-2
TAG-515,Ld Minivan 4X2 (Passenger),Gasoline,KY,CE,leased,FSR-75,ORG-617,LOB-2
TAG-2099,Ld Suv 4X2,Ethanol / Unleaded Gasoline,OH,CE,leased,FSR-12,ORG-266,LOB-2
TAG-1369,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-48,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-1271,Ld Minivan 4X2 (Passenger),Gasoline,KS,CE,leased,FSR-71,ORG-234,LOB-2
TAG-132,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-3837,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-3648,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-3,ORG-387,LOB-5
TAG-4364,Ld Suv 4X2,Gasoline,IA,CE,leased,FSR-3,ORG-387,LOB-5
TAG-3932,Ld Suv 4X2,Gasoline,TN,CE,leased,FSR-88,ORG-318,LOB-2
TAG-4220,Ld Suv 4X2,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-570,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-2995,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-3797,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-2150,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-1619,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-2382,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-2846,Ld Minivan 4X2 (Cargo),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-10,LOB-5
TAG-1376,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-345,LOB-5
TAG-856,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-163,LOB-2
TAG-2616,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-1474,Ld Suv 4X2,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-86,LOB-5
TAG-3835,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-2388,Ld Minivan 4X2 (Passenger),Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
TAG-2154,Ld Suv 4X2,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-2971,Ld Suv 4X2,Gasoline,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-2298,Ld Suv 4X2,Gasoline,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-1021,Ld Suv 4X2,Gasoline,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-4202,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-387,LOB-5
TAG-1205,Ld Suv 4X2,Gasoline,MO,CE,leased,FSR-79,ORG-628,LOB-5
TAG-1749,Ld Minivan 4X2 (Passenger),Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-496,LOB-5
TAG-3599,Ld Suv 4X2,Ethanol / Unleaded Gasoline,IL,CE,leased,FSR-27,ORG-32,LOB-2
TAG-1712,Ld Minivan 4X2 (Cargo),Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
TAG-2492,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-3084,Ld Minivan 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-4155,Ld Suv 4X2,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-630,LOB-5
TAG-260,NA,Gasoline Hybrid Electric,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-806,Ld Van 4X2 (Cargo),Gasoline,MO,CE,leased,FSR-79,ORG-628,LOB-5
TAG-1806,Ld Van 4X2 (Cargo),Gasoline,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-1427,Ld Pickup 4X2,Gasoline,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-4147,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-85,ORG-508,LOB-2
TAG-431,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-1802,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-283,Ld Suv 4X2,Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-3755,Ld Van 4X2 (Cargo),Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-458,LOB-5
TAG-248,Ld Pickup 4X2,Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-478,LOB-5
TAG-4185,Md Pickup,Ethanol / Unleaded Gasoline,OK,CE,leased,FSR-62,ORG-184,LOB-5
TAG-4492,Md Van (Cargo),Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-321,LOB-5
TAG-2461,Md Pickup,Gasoline,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-2943,Md Other,Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-2799,Md Other,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-4344,Md Pickup,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-628,LOB-5
TAG-1055,Md Other,Diesel,IN,CE,leased,FSR-62,ORG-630,LOB-5
TAG-2157,Md Other,Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-458,LOB-5
TAG-453,Md Other,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
TAG-3523,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-62,ORG-427,LOB-2
TAG-4442,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-10,LOB-5
TAG-1331,Ld Suv 4X4,Gasoline,CA,CE,leased,FSR-79,ORG-68,LOB-5
TAG-1980,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-79,ORG-68,LOB-5
TAG-4504,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-496,LOB-5
TAG-109,Ld Suv 4X4,Gasoline,MN,CE,leased,FSR-18,ORG-130,LOB-2
TAG-4549,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-577,LOB-5
TAG-385,Ld Suv 4X4,Gasoline,AK,CE,leased,FSR-63,ORG-175,LOB-2
TAG-2715,Ld Pickup 4X4,Gasoline,KS,CE,leased,FSR-62,ORG-630,LOB-5
TAG-212,Ld Suv 4X4,Gasoline,KS,CE,leased,FSR-71,ORG-405,LOB-5
TAG-3791,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-1350,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-2589,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-86,LOB-5
TAG-1312,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-62,ORG-427,LOB-2
TAG-3752,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-62,ORG-427,LOB-2
TAG-799,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-29,ORG-496,LOB-5
TAG-252,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-79,ORG-628,LOB-5
TAG-4038,Ld Suv 4X4,Gasoline,IA,CE,leased,FSR-77,ORG-387,LOB-5
TAG-2246,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-474,LOB-2
TAG-968,Ld Suv 4X4,Gasoline,NE,CE,leased,FSR-3,ORG-345,LOB-5
TAG-3708,Ld Suv 4X4,Gasoline,NE,CE,leased,FSR-3,ORG-345,LOB-5
TAG-2022,Ld Suv 4X4,Gasoline,NE,CE,leased,FSR-3,ORG-163,LOB-2
TAG-1380,Ld Suv 4X4,Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-478,LOB-5
TAG-3196,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-256,Ld Pickup 4X4,Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
TAG-3190,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-86,LOB-5
TAG-1993,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-68,LOB-5
TAG-2693,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-79,ORG-628,LOB-5
TAG-2817,Ld Suv 4X4,Gasoline,IA,CE,leased,FSR-77,ORG-474,LOB-2
TAG-1022,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-29,ORG-86,LOB-5
TAG-926,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-35,LOB-5
TAG-2421,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-2042,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-219,LOB-2
TAG-793,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-496,LOB-5
TAG-946,Ld Suv 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-35,LOB-5
TAG-332,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-387,LOB-5
TAG-1491,Ld Suv 4X4,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-71,ORG-51,LOB-2
TAG-2929,Ld Suv 4X4,Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-458,LOB-5
TAG-1557,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-62,ORG-10,LOB-5
TAG-1404,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-3,ORG-387,LOB-5
TAG-2353,Ld Pickup 4X4,Gasoline,IA,CE,leased,FSR-76,ORG-253,LOB-5
TAG-4066,Ld Pickup 4X4,Gasoline,IA,CE,leased,FSR-76,ORG-253,LOB-5
TAG-1522,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-86,LOB-5
TAG-3186,Ld Suv 4X4,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-88,ORG-201,LOB-2
TAG-3686,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-76,ORG-35,LOB-5
TAG-1659,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,KY,CE,leased,FSR-75,ORG-305,LOB-2
TAG-4284,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,TN,CE,leased,FSR-85,ORG-508,LOB-2
TAG-1870,Ld Suv 4X4,Gasoline,IL,CE,leased,FSR-18,ORG-130,LOB-2
TAG-3285,Ld Suv 4X4,Gasoline,MO,CE,leased,FSR-62,ORG-10,LOB-5
TAG-2026,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,KS,CE,leased,FSR-62,ORG-438,LOB-5
TAG-1033,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,IA,CE,leased,FSR-77,ORG-387,LOB-5
TAG-4421,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-427,LOB-2
TAG-108,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-29,ORG-86,LOB-5
TAG-363,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-62,ORG-607,LOB-5
TAG-1561,Ld Pickup 4X4,Gasoline,NE,CE,leased,FSR-3,ORG-458,LOB-5
TAG-916,Ld Suv 4X4,Gasoline,IA,CE,leased,FSR-76,ORG-253,LOB-5
TAG-884,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,NE,CE,leased,FSR-3,ORG-458,LOB-5
TAG-2151,Ld Suv 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
TAG-2070,Ld Pickup 4X4,Ethanol / Unleaded Gasoline,MO,CE,leased,FSR-79,ORG-435,LOB-5
