tag_node,vehicle_type,fuel_type,garage_state,region,ownership,fsr_node,exp_node,lob_node
TAG-3860,Md Pickup,Diesel,ID,NM,leased,FSR-59,ORG-581,LOB-5
TAG-3839,Md Other,Ethanol / Unleaded Gasoline,ID,NM,leased,FSR-59,ORG-241,LOB-5
TAG-1541,Md Pickup,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-4518,Md Pickup,Ethanol / Unleaded Gasoline,MT,NM,leased,FSR-39,ORG-42,LOB-5
TAG-1799,Md Other,Gasoline,UT,NM,leased,FSR-69,ORG-608,LOB-5
TAG-2886,Md Other,Gasoline,CO,NM,leased,FSR-55,ORG-185,LOB-5
TAG-1324,Md Other,Gasoline,CO,NM,leased,FSR-55,ORG-185,LOB-5
TAG-2539,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-537,LOB-5
TAG-1713,Md Pickup,Diesel,WY,NM,leased,FSR-55,ORG-584,LOB-5
TAG-2386,Md Pickup,Diesel,WY,NM,leased,FSR-55,ORG-584,LOB-5
TAG-3112,Md Pickup,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-537,LOB-5
TAG-2915,Md Other,Biodiesel B20,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-748,Md Pickup,Diesel,MT,NM,leased,FSR-39,ORG-42,LOB-5
TAG-1548,Md Other,Ethanol / Unleaded Gasoline,CA,NM,leased,FSR-59,ORG-147,LOB-5
TAG-145,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-468,LOB-5
TAG-1689,Md Pickup,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-519,LOB-5
TAG-583,Md Other,Gasoline,WY,NM,leased,FSR-55,ORG-584,LOB-5
TAG-3823,Md Pickup,Diesel,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-962,Md Other,Diesel,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-3620,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-4254,Md Pickup,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-520,LOB-5
TAG-3706,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-584,LOB-5
TAG-3315,Md Other,Diesel,CO,NM,leased,FSR-56,ORG-131,LOB-5
TAG-3830,Md Other,Diesel,CO,NM,leased,FSR-56,ORG-131,LOB-5
TAG-2225,Md Other,Diesel,CO,NM,leased,FSR-56,ORG-131,LOB-5
TAG-1318,Md Other,Diesel,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-3726,Md Other,Ethanol / Unleaded Gasoline,OR,NM,leased,NA,ORG-403,LOB-5
TAG-1157,Md Other,Ethanol / Unleaded Gasoline,OR,NM,leased,NA,ORG-403,LOB-5
TAG-2447,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-179,LOB-5
TAG-911,Md Pickup,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-3404,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-2086,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-997,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-468,LOB-5
TAG-3189,Md Pickup,Diesel,WA,NM,leased,FSR-59,ORG-122,LOB-5
TAG-2999,Md Other,Ethanol / Unleaded Gasoline,UT,NM,leased,FSR-100,ORG-604,LOB-5
TAG-413,Md Pickup,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-122,LOB-5
TAG-3861,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-179,LOB-5
TAG-1058,Md Other,Diesel,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-858,Md Pickup,Gasoline,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-2347,Md Pickup,Ethanol / Unleaded Gasoline,OR,NM,leased,FSR-59,ORG-262,LOB-5
TAG-4341,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-468,LOB-5
TAG-3365,Md Other,Ethanol / Unleaded Gasoline,ID,NM,leased,FSR-59,ORG-241,LOB-5
TAG-1964,Md Other,Diesel,WA,NM,leased,FSR-59,ORG-500,LOB-5
TAG-3202,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-69,ORG-139,LOB-5
TAG-189,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-468,LOB-5
TAG-4405,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-203,LOB-5
TAG-4041,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-203,LOB-5
TAG-3679,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-203,LOB-5
TAG-1527,Md Other,Diesel,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-4386,Md Other,Gasoline,WA,NM,leased,FSR-59,ORG-468,LOB-5
TAG-285,Ld Pickup 4X4,Gasoline,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-1441,Ld Pickup 4X4,Gasoline,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-2630,Md Other,Ethanol / Unleaded Gasoline,OR,NM,leased,FSR-59,ORG-403,LOB-5
TAG-518,Md Other,Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-4260,Md Other,Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-3543,Md Other,Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-3573,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-4360,Md Other,Ethanol / Unleaded Gasoline,OR,NM,leased,FSR-59,ORG-403,LOB-5
TAG-2537,Md Other,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-3787,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-203,LOB-5
TAG-2448,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-179,LOB-5
TAG-1595,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-179,LOB-5
TAG-3907,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-179,LOB-5
TAG-1912,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-179,LOB-5
TAG-1327,Md Other,Diesel,WA,NM,leased,FSR-59,ORG-247,LOB-5
TAG-4353,Md Other,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-2578,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-683,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-3890,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-3197,Md Other,Gasoline,MT,NM,leased,FSR-39,ORG-42,LOB-5
TAG-495,Md Pickup,Diesel,MT,NM,leased,FSR-39,ORG-42,LOB-5
TAG-2250,Md Other,Diesel,MT,NM,leased,FSR-46,ORG-118,LOB-5
TAG-3047,Md Pickup,Ethanol / Unleaded Gasoline,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-1063,Md Pickup,Gasoline,WA,NM,leased,FSR-59,ORG-520,LOB-5
TAG-72,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-584,LOB-5
TAG-2517,Md Other,Diesel,UT,NM,leased,FSR-69,ORG-463,LOB-5
TAG-3808,Md Other,Gasoline,WY,NM,leased,FSR-55,ORG-179,LOB-5
TAG-4086,Md Pickup,Ethanol / Unleaded Gasoline,OR,NM,leased,FSR-59,ORG-403,LOB-5
TAG-1955,Md Other,Diesel,CO,NM,leased,FSR-56,ORG-131,LOB-5
TAG-1676,Md Other,Ethanol / Unleaded Gasoline,OR,NM,leased,FSR-59,ORG-403,LOB-5
TAG-2862,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-203,LOB-5
TAG-2380,Md Pickup,Gasoline,WA,NM,leased,FSR-59,ORG-519,LOB-5
TAG-1731,Md Other,Biodiesel B20,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-939,Md Pickup,Diesel,WA,NM,leased,FSR-59,ORG-247,LOB-5
TAG-769,Md Other,Diesel,UT,NM,leased,FSR-69,ORG-139,LOB-5
TAG-3445,Md Other,Ethanol / Unleaded Gasoline,ID,NM,leased,FSR-59,ORG-241,LOB-5
TAG-3239,Md Pickup,Diesel,ID,NM,leased,FSR-59,ORG-581,LOB-5
TAG-3130,Md Other,Ethanol / Unleaded Gasoline,NE,NM,leased,FSR-55,ORG-584,LOB-5
TAG-4073,Md Pickup,Diesel,CO,NM,leased,FSR-102,ORG-522,LOB-5
TAG-3476,Md Other,Gasoline,WA,NM,leased,FSR-59,ORG-203,LOB-5
TAG-3959,Md Other,Gasoline,WA,NM,leased,FSR-59,ORG-500,LOB-5
TAG-3780,Md Other,Ethanol / Unleaded Gasoline,OR,NM,leased,FSR-59,ORG-403,LOB-5
TAG-3378,Md Pickup,Biodiesel B20,WA,NM,leased,FSR-59,ORG-520,LOB-5
TAG-2726,Md Other,Diesel,MT,NM,leased,FSR-46,ORG-118,LOB-5
TAG-1828,Md Pickup,Gasoline,WA,NM,leased,FSR-59,ORG-519,LOB-5
TAG-1305,Md Other,Ethanol / Unleaded Gasoline,WA,NM,leased,FSR-59,ORG-122,LOB-5
TAG-1493,Md Pickup,Ethanol / Unleaded Gasoline,MT,NM,leased,FSR-39,ORG-42,LOB-5
TAG-3998,Md Other,Gasoline,OR,NM,leased,FSR-59,ORG-262,LOB-5
TAG-1531,Md Other,Ethanol / Unleaded Gasoline,ID,NM,leased,FSR-59,ORG-241,LOB-5
TAG-4466,Md Pickup,Diesel,CO,NM,leased,FSR-55,ORG-238,LOB-5
TAG-2435,Md Pickup,Ethanol / Unleaded Gasoline,OR,NM,leased,FSR-59,ORG-262,LOB-5
TAG-3088,Md Other,Ethanol / Unleaded Gasoline,MT,NM,leased,FSR-46,ORG-118,LOB-5
TAG-1232,Md Other,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-993,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-736,Md Other,Ethanol / Unleaded Gasoline,CO,NM,leased,FSR-55,ORG-488,LOB-5
TAG-2503,Md Other,Ethanol / Unleaded Gasoline,MT,NM,leased,FSR-46,ORG-118,LOB-5
TAG-1725,Md Other,Diesel,CO,NM,leased,FSR-55,ORG-537,LOB-5
TAG-2112,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-584,LOB-5
TAG-3017,Md Other,Diesel,WY,NM,leased,FSR-55,ORG-584,LOB-5
TAG-1488,Md Pickup,Diesel,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-3397,Md Pickup,Ethanol / Unleaded Gasoline,MT,NM,leased,FSR-39,ORG-42,LOB-5
TAG-2368,Md Other,Ethanol / Unleaded Gasoline,CA,NM,leased,FSR-59,ORG-147,LOB-5
TAG-2496,Hd,Diesel,ID,NM,leased,FSR-59,ORG-581,LOB-5
TAG-3394,Md Other,Diesel,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-4271,Md Other,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-1684,Md Other,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-4071,Md Other,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-4345,Md Pickup,Biodiesel B20,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-1279,Hd,Diesel,CA,NM,leased,FSR-59,ORG-147,LOB-5
TAG-4242,Md Other,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-2740,Hd,Diesel,WA,NM,leased,FSR-59,ORG-247,LOB-5
TAG-1857,Hd,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-1228,Hd,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-2321,Md Other,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-2330,Hd,Diesel,CO,NM,leased,FSR-55,ORG-537,LOB-5
TAG-271,Md Pickup,Diesel,WA,NM,leased,FSR-59,ORG-203,LOB-5
TAG-2153,Md Pickup,Biodiesel B20,WA,NM,leased,FSR-59,ORG-519,LOB-5
TAG-3263,Hd,Diesel,WA,NM,leased,FSR-59,ORG-247,LOB-5
TAG-2443,Hd,Diesel,WA,NM,leased,FSR-59,ORG-247,LOB-5
TAG-1592,Md Pickup,Diesel,UT,NM,leased,FSR-69,ORG-463,LOB-5
TAG-1159,Hd,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-4350,Hd,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-4057,Hd,Biodiesel B20,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-1667,Hd,Diesel,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-2877,Hd,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-30,Hd,Diesel,CO,NM,leased,FSR-55,ORG-110,LOB-5
TAG-2114,Hd,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-4299,Hd,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-3789,Hd,Biodiesel B20,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-4529,Hd,Diesel,WA,NM,leased,FSR-59,ORG-273,LOB-5
TAG-1682,Hd,Diesel,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-2620,Hd,Diesel,UT,NM,leased,FSR-69,ORG-190,LOB-5
TAG-2293,Hd,Diesel,FL,SO,owned,NA,ORG-489,LOB-5
TAG-117,Hd,Diesel,GA,SO,owned,NA,ORG-218,LOB-5
TAG-2637,Med & Heavy Cab And Chassis,Diesel,GA,SO,owned,NA,ORG-218,LOB-5
TAG-3458,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-53,ORG-616,LOB-2
TAG-2933,Sedan/St Wgn Compact,Gasoline,SC,SO,leased,FSR-94,ORG-18,LOB-5
TAG-2322,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-19,ORG-213,LOB-1
TAG-1837,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NH,SO,leased,FSR-9,ORG-91,LOB-5
TAG-1417,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-837,Sedan/St Wgn Compact,Gasoline Hybrid Electric,SC,SO,leased,FSR-84,ORG-120,LOB-2
TAG-449,Sedan/St Wgn Compact,Gasoline Hybrid Electric,SC,SO,leased,FSR-84,ORG-120,LOB-2
TAG-2997,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-4318,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-1702,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-1001,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-3516,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-16,LOB-5
TAG-863,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-3485,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-4491,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-1196,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-499,LOB-7
TAG-1308,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-53,ORG-616,LOB-2
TAG-3795,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-505,LOB-1
TAG-3637,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-43,ORG-205,LOB-7
TAG-2732,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-616,LOB-2
TAG-887,Sedan/St Wgn Compact,Gasoline Hybrid Electric,SC,SO,leased,FSR-84,ORG-120,LOB-2
TAG-84,Sedan/St Wgn Compact,Gasoline Hybrid Electric,SC,SO,leased,FSR-84,ORG-120,LOB-2
TAG-2077,Sedan/St Wgn Compact,Gasoline Hybrid Electric,SC,SO,leased,FSR-84,ORG-120,LOB-2
TAG-404,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-2819,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-1120,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-634,LOB-2
TAG-4310,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-9,ORG-91,LOB-5
TAG-3716,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-108,LOB-2
TAG-2334,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-995,Sedan/St Wgn Compact,Gasoline Hybrid Electric,TN,SO,leased,FSR-22,ORG-357,LOB-5
TAG-1399,Sedan/St Wgn Compact,Ethanol / Unleaded Gasoline,MA,SO,leased,FSR-88,ORG-205,LOB-7
TAG-640,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-92,ORG-634,LOB-2
TAG-1942,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-634,LOB-2
TAG-3571,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-512,LOB-2
TAG-3995,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-2969,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-512,LOB-2
TAG-25,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-4106,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-4509,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-341,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-512,LOB-2
TAG-2916,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-1230,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-512,LOB-2
TAG-3569,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-512,LOB-2
TAG-3432,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-512,LOB-2
TAG-3076,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-512,LOB-2
TAG-479,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-1,ORG-109,LOB-5
TAG-1411,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-21,ORG-560,LOB-2
TAG-1099,Sedan/St Wgn Compact,Gasoline Hybrid Electric,DC,SO,leased,FSR-96,ORG-455,LOB-2
TAG-3291,Sedan/St Wgn Compact,Gasoline Hybrid Electric,IL,SO,leased,FSR-47,ORG-205,LOB-7
TAG-3664,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NJ,SO,leased,FSR-21,ORG-44,LOB-5
TAG-362,Sedan/St Wgn Compact,Gasoline,GA,SO,leased,FSR-103,ORG-616,LOB-2
TAG-2468,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-616,LOB-2
TAG-3847,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-616,LOB-2
TAG-3920,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-21,ORG-424,LOB-5
TAG-1274,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-108,LOB-2
TAG-2759,Sedan/St Wgn Compact,Gasoline Hybrid Electric,MN,SO,leased,FSR-18,ORG-359,LOB-2
TAG-3151,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-440,LOB-2
TAG-1635,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-86,ORG-439,LOB-5
TAG-4250,Sedan/St Wgn Compact,Gasoline,NC,SO,leased,FSR-13,ORG-497,LOB-5
TAG-3745,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NH,SO,leased,FSR-103,ORG-355,LOB-5
TAG-302,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-440,LOB-2
TAG-1394,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-440,LOB-2
TAG-2907,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-440,LOB-2
TAG-2646,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-242,LOB-5
TAG-199,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-242,LOB-5
TAG-3328,Sedan/St Wgn Compact,Gasoline Hybrid Electric,MS,SO,leased,FSR-96,ORG-479,LOB-1
TAG-2109,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-440,LOB-2
TAG-2412,Sedan/St Wgn Compact,Gasoline,GA,SO,leased,FSR-103,ORG-614,LOB-5
TAG-2185,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-21,ORG-619,LOB-5
TAG-4547,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-96,LOB-5
TAG-3000,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NH,SO,leased,FSR-9,ORG-91,LOB-5
TAG-2294,Sedan/St Wgn Compact,Gasoline,MA,SO,leased,FSR-88,ORG-205,LOB-7
TAG-2362,Sedan/St Wgn Compact,Gasoline Hybrid Electric,DC,SO,leased,FSR-96,ORG-455,LOB-2
TAG-221,Sedan/St Wgn Compact,Gasoline,GA,SO,leased,FSR-43,ORG-254,LOB-5
TAG-503,Sedan/St Wgn Compact,Gasoline,FL,SO,leased,FSR-92,ORG-518,LOB-5
TAG-1901,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-440,LOB-2
TAG-3913,Sedan/St Wgn Compact,Gasoline,MA,SO,leased,FSR-30,ORG-205,LOB-7
TAG-1634,Sedan/St Wgn Compact,Gasoline Hybrid Electric,GA,SO,leased,FSR-21,ORG-171,LOB-7
TAG-1316,Sedan/St Wgn Compact,Gasoline Hybrid Electric,SC,SO,leased,FSR-60,ORG-11,LOB-5
TAG-4119,Sedan/St Wgn Compact,Gasoline Hybrid Electric,TN,SO,leased,FSR-22,ORG-198,LOB-5
TAG-398,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-4015,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-2869,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-327,LOB-2
TAG-801,Sedan/St Wgn Midsize,Ethanol / Unleaded Gasoline,GA,SO,leased,FSR-103,ORG-614,LOB-5
TAG-2651,Sedan/St Wgn Compact,Ethanol / Unleaded Gasoline,MA,SO,leased,FSR-88,ORG-205,LOB-7
TAG-1529,Sedan/St Wgn Compact,Gasoline Hybrid Electric,FL,SO,leased,FSR-21,ORG-560,LOB-2
TAG-2129,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NC,SO,leased,FSR-36,ORG-259,LOB-5
TAG-1261,Sedan/St Wgn Compact,Gasoline Hybrid Electric,NY,SO,leased,FSR-8,ORG-558,LOB-5
TAG-3094,Sedan/St Wgn Compact,Gasoline,GA,SO,leased,FSR-103,ORG-616,LOB-2
TAG-2934,Sedan/St Wgn Compact,Ethanol / Unleaded Gasoline,FL,SO,leased,FSR-92,ORG-401,LOB-2
TAG-2796,Sedan/St Wgn Compact,Ethanol / Unleaded Gasoline,FL,SO,leased,FSR-92,ORG-516,LOB-5
TAG-459,Sedan/St Wgn Compact,Gasoline,MA,SO,leased,FSR-75,ORG-205,LOB-7
TAG-3495,Sedan/St Wgn Compact,Gasoline,MA,SO,leased,FSR-75,ORG-205,LOB-7
TAG-464,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,NH,SO,leased,FSR-9,ORG-91,LOB-5
TAG-1777,Sedan/St Wgn Subcompact,Gasoline,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-2305,Sedan/St Wgn Subcompact,Gasoline,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-4553,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-4194,Sedan/St Wgn Subcompact,Gasoline,FL,SO,leased,FSR-103,ORG-499,LOB-7
TAG-1100,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-108,LOB-2
TAG-2785,Sedan/St Wgn Subcompact,Gasoline,FL,SO,leased,FSR-30,ORG-205,LOB-7
TAG-2020,Sedan/St Wgn Subcompact,Gasoline,SC,SO,leased,FSR-94,ORG-18,LOB-5
TAG-2566,Sedan/St Wgn Subcompact,Gasoline,GA,SO,leased,FSR-103,ORG-359,LOB-2
TAG-3821,Sedan/St Wgn Subcompact,Gasoline,GA,SO,leased,FSR-103,ORG-359,LOB-2
TAG-2735,Sedan/St Wgn Subcompact,Gasoline,GA,SO,leased,FSR-103,ORG-359,LOB-2
TAG-3111,Sedan/St Wgn Subcompact,Gasoline,PR,SO,leased,FSR-19,ORG-205,LOB-7
TAG-2067,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,MA,SO,leased,FSR-43,ORG-205,LOB-7
TAG-1309,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,GA,SO,leased,FSR-103,ORG-275,LOB-5
TAG-1471,Sedan/St Wgn Subcompact,Gasoline,IL,SO,leased,FSR-47,ORG-205,LOB-7
TAG-1673,Sedan/St Wgn Subcompact,Gasoline,FL,SO,leased,FSR-21,ORG-560,LOB-2
TAG-3129,Sedan/St Wgn Subcompact,Gasoline,PR,SO,leased,FSR-19,ORG-231,LOB-2
TAG-2555,Sedan/St Wgn Subcompact,Gasoline,AL,SO,leased,FSR-41,ORG-235,LOB-2
TAG-240,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-3353,Sedan/St Wgn Subcompact,Gasoline Hybrid Electric,NC,SO,leased,FSR-90,ORG-228,LOB-2
TAG-4074,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,PR,SO,leased,FSR-19,ORG-231,LOB-2
TAG-2806,Sedan/St Wgn Subcompact,Ethanol / Unleaded Gasoline,PR,SO,leased,FSR-19,ORG-231,LOB-2
